episode_id,part_idx,scene_idx,text,speaker,broll_query,title,template_url,brolls
ep_prostate_5ways,2,1,"Есть одна точка, которая напрямую связана с простатой.",Mandalina,,ep_prostate_5ways_p2,https://app.heygen.com/create-v4/draft?template_id=3e8457498fb74f1ebca892cd32a2f494&private=1,
ep_prostate_5ways,2,2,Она находится в области промежности.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,3,Между анусом и мошонкой. Примерно посередине.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,4,"Когда вы массируете эту точку, улучшается кровообращение в простате.",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,5,Техника простая.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,6,Нащупайте эту точку пальцем.,Mandalina,man sitting relaxed position privacy home,ep_prostate_5ways_p2,,man sitting relaxed position privacy home
ep_prostate_5ways,2,7,Надавливайте с лёгким усилием. Круговыми движениями.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,8,Одну-две минуты. Каждый день.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,9,Многие говорят: звучит странно.,Mandalina,skeptical man raised eyebrow doubtful expression,ep_prostate_5ways_p2,,skeptical man raised eyebrow doubtful expression
ep_prostate_5ways,2,10,Но знаете что? Это работает.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,11,"Кстати, если хотите разобраться в массаже для усиления эрекции подробнее — я записала отдельное видео.",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,12,Ссылка будет в описании.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,13,А теперь способ номер четыре.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,14,"И да, это тот самый приятный способ.",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,15,Способ номер четыре — регулярная эякуляция.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,16,Я сейчас серьёзно. Как врач-уролог.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,17,В две тысячи шестнадцатом году Гарвардский университет опубликовал большое исследование.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,18,Почти тридцать тысяч мужчин наблюдали восемнадцать лет.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,19,"Результат? Мужчины, которые эякулируют двадцать один раз в месяц или чаще...",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,20,...имеют на двадцать процентов меньший риск рака простаты.,Mandalina,medical research paper statistics health study,ep_prostate_5ways_p2,,medical research paper statistics health study
ep_prostate_5ways,2,21,Почему это работает?,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,22,Простата вырабатывает жидкость для спермы.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,23,Если эта жидкость застаивается — в ней накапливаются токсины.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,24,"Могут образовываться камни, начинается воспаление.",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,25,Эякуляция буквально промывает простату.,Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,26,"Выводит застоявшийся секрет, обновляет жидкость.",Mandalina,,ep_prostate_5ways_p2,,
ep_prostate_5ways,2,27,"И совершенно не важно, как именно это происходит.",Mandalina,intimate couple bedroom relationship closeness warmth,ep_prostate_5ways_p2,,intimate couple bedroom relationship closeness warmth
ep_prostate_5ways,2,28,Секс или мастурбация — для простаты без разницы.,Mandalina,,ep_prostate_5ways_p2,,
