episode_id,part_idx,scene_idx,text,speaker,broll_query,title,template_url,,brolls
ep_pomegranate,1,1,"Мужчины, шестьдесят восемь процентов моих пациентов после пятидесяти жалуются на слабую эрекцию.",Mandalina,,ep_pomegranate_p1,https://app.heygen.com/create-v4/draft?template_id=aa3dfc0762174de3b09462ae714a0c00&private=1,,
ep_pomegranate,1,2,И знаете что? Большинство из них пьют совершенно не то.,Mandalina,worried man looking anxious concerned expression,ep_pomegranate_p1,,,worried man looking anxious concerned expression
ep_pomegranate,1,3,"Этот напиток улучшает кровоток лучше, чем некоторые таблетки. И он на кухне.",Mandalina,pomegranate juice pouring glass close up macro,ep_pomegranate_p1,,,pomegranate juice pouring glass close up macro
ep_pomegranate,1,4,"Я Мандалина Волкова, уролог. Давайте без стеснения говорить о важном для вас.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,5,"Сначала объясню, почему вообще возникает эта проблема после пятидесяти лет у мужчин.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,6,Эрекция — это про кровоток. Как кровь наполняет половой орган быстро и качественно.,Mandalina,blood flow circulation medical animation,ep_pomegranate_p1,,,blood flow circulation medical animation
ep_pomegranate,1,7,"Представьте садовый шланг. Вода течёт свободно — всё работает отлично, без проблем.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,8,"Теперь представьте: шланг изнутри покрылся налётом. Вода течёт очень медленно, еле-еле.",Mandalina,clogged artery plaque buildup medical visualization,ep_pomegranate_p1,,,clogged artery plaque buildup medical visualization
ep_pomegranate,1,9,Вот именно что происходит с вашими сосудами после пятидесяти лет. Они сужаются.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,10,Сосуды теряют эластичность. На стенках откладывается холестерин. Кровоток замедляется сильно.,Mandalina,blood vessel restriction spasm medical 3d,ep_pomegranate_p1,,,blood vessel restriction spasm medical 3d
